feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,Genre
-99.51781,68.913086,-11.678079,21.596796,-2.48305,9.661864,-5.442278,8.181406,-4.7225957,5.805286,-2.8218324,7.215986,-0.7750729,0.009884928,-0.0076886714,0.009109621,-0.007738495,-0.00801359,-0.004852227,0.007824767,0.006809049,-0.008942388,-0.003294687,-0.0033020063,0.0028438384,0.0070241084,0.018804101,-0.0022805333,0.00054828014,-0.00055469957,-0.0023039973,0.0010197655,0.0027594767,-0.0002633454,-0.0016157036,-0.0014840332,-0.00041739995,-0.00013563602,0.0025624398,rock
-118.15143,78.371574,2.1546497,18.11232,2.0072412,16.614124,1.1596366,10.055625,-5.6412573,7.294366,-1.7299482,6.2120976,-1.7727404,0.045473225,0.014778938,0.002692067,0.0035489947,-0.020030504,-0.022181723,-0.0051614447,0.010015921,-0.0011634133,0.0125104785,-0.00028200622,0.0019416304,0.00912965,-0.02783715,0.012063797,0.00185307,-0.0043195407,-0.00016095817,-0.0030025686,0.0066372943,0.0013340114,0.0029509384,0.0019635814,-0.0029175738,-0.0010226752,0.00070202316,rock
-102.20064,78.91107,3.6494677,29.610462,1.9230785,19.97807,-4.3280044,9.7943945,-4.7468376,4.154919,-3.152782,7.340717,-3.7977085,-0.009019204,0.046632428,-0.018949728,0.0026563336,-0.0032813123,-0.01452208,0.003111867,0.00093459827,0.006507155,-0.008872429,0.0023028923,-0.0013423633,0.0061648353,-0.005324108,-0.015814392,0.009918757,-0.0023479706,-0.0010826966,-0.003297524,0.00011650477,0.005884972,-0.0008282556,0.0019058638,0.0025839112,0.00066952076,-0.000632993,rock
-62.949535,91.34189,-26.95882,15.8656,-1.3070561,9.946719,-11.036318,9.886553,-6.7036376,3.858644,-2.9243162,6.0009356,-0.25343704,0.018993907,0.0008081346,-0.0069491086,-0.018350868,0.0033283115,-0.010232388,7.76282e-05,-0.0036190557,0.0022470064,0.005518514,0.0016744445,0.009364148,0.0059038782,0.0034249374,0.0004024598,-0.008407618,0.0100912005,-0.0046769604,-0.0016636754,-0.00088236044,-0.0037016408,0.0024299049,0.0012059002,0.0038265286,-0.0049964082,-0.0030433359,rock
-78.66707,85.020256,-23.129694,26.260513,-7.777191,6.6009173,-6.121899,11.153289,-5.3903456,3.6769822,-6.4191136,3.3296914,-7.176851,0.032402445,-0.03573776,-0.0032780257,0.008742862,0.0075692004,0.013883396,-0.00823649,0.0065743313,0.011246471,0.00874342,0.0082905395,0.0010281866,0.0038224466,-0.010495017,-0.0022281487,0.0065621887,-0.0115513345,0.0024527027,-0.0013492615,-0.0006927007,-0.0010437943,-1.6268426e-05,-0.0004624652,0.00026086238,-0.0002479249,-0.0007771592,rock
-105.473076,88.99259,-3.1502585,20.451868,2.4168627,10.577872,-4.875776,8.231195,-7.1252604,5.2394834,-4.974558,3.304775,-4.1214013,0.00524833,-0.012653944,0.0025035322,0.019811232,0.0084318835,-0.009946017,-0.007368076,-0.0011068833,-0.004587123,0.003251896,-0.009517941,0.0017987144,-0.0010874376,0.0062545673,-0.005320868,0.0025006912,-0.00031490633,-0.0019907372,0.0004295991,0.002226668,-0.0009258177,-0.0024531337,0.0014561448,-0.00031741156,0.0028743388,0.0034295898,rock
-37.241905,79.704445,-19.45624,10.76785,-8.064799,16.218637,-9.415654,7.841277,-8.716196,8.244745,-4.2971063,7.2365394,-2.946532,-0.0021284653,0.0011603222,0.0037504372,0.0037225715,0.00057974237,0.0011910924,0.002568857,-0.0043752175,0.006832605,-0.0024199607,-0.00035151362,0.0016247446,0.0017124283,-0.0061002867,-0.0009687874,0.0005503383,-0.0043673865,0.002732544,0.002575016,0.0055720964,0.0049529914,0.0018916158,-0.0038039258,-0.0006110847,-0.0020876525,-0.0017302459,rock
-128.31888,96.242096,0.1816495,12.112952,0.26854363,13.373125,0.9232876,6.9482007,-2.3804505,1.8426518,-2.0934963,2.7872944,-1.3043612,-0.052115355,0.0347401,-0.0047163614,0.004777552,0.009565309,0.0019508504,0.0041854945,-0.0019415946,0.008903175,-0.008257206,0.012079992,-0.004323831,-0.0014177136,-0.032244433,0.01070744,-0.000105967934,-0.0014450292,0.0020978777,-0.005103383,0.00011008918,-0.005646792,-9.4807525e-05,-0.0039768755,0.0015946211,-0.0012136209,0.00017485485,rock
-88.414696,68.56391,0.12861358,22.736845,-2.6267068,9.962889,-6.4103036,13.055226,-1.2973489,7.8850656,-7.651181,6.112211,-4.6473837,0.005551016,0.009835075,-0.006278139,-0.020468328,-0.0056036455,-0.0017786011,0.0016571017,0.004615825,0.005805824,-0.001154897,0.00047818487,-0.004677571,0.0028347403,-0.00049128244,-0.0047171456,-0.0008193324,0.0010496731,0.0017202639,-0.005792557,-0.0039128084,-0.0025947152,-0.0008057804,0.00078324875,0.0020268038,0.00020978313,-0.001095269,rock
-122.10152,71.94131,4.2657514,27.126238,3.2409334,11.562364,-1.898527,13.626157,-3.1832538,8.247163,-6.9341774,4.006281,-6.872658,-0.007602833,-0.028191438,0.0286871,0.0020829928,0.009798154,-0.0042630364,0.0018155045,0.010642373,-0.008873082,-0.0012534537,4.9870232e-05,0.005849788,-0.007627915,0.01667439,-0.0115505,0.0030680897,-0.0010537615,-0.0032614744,0.0037006435,-0.006980873,-0.011191973,0.0013640948,0.00021310749,0.0025393546,0.0018226048,0.0038719103,rock
-146.76328,66.26501,-2.1299756,25.154402,3.4816167,13.223239,-2.5236228,11.422142,-1.4224973,5.129025,-4.7113633,2.8521016,-3.416638,-0.0041110516,-0.013542931,-0.010377452,0.010917674,0.008130372,-0.0045861993,0.0042631947,0.0011217626,0.0046908665,-0.0026348652,0.0004807009,-0.001290576,0.0042392835,0.019944701,-0.0053819064,-0.012470579,0.010549856,-0.0026974026,-0.0033031402,0.0005589687,-0.00189255,0.0031564871,-0.004511097,-0.00026558427,-0.0034524223,-0.00036782917,rock
-144.9053,58.304523,24.108532,35.09757,1.6120934,12.7569065,-3.3103483,10.063984,0.09493552,8.491791,-5.4447017,4.6528783,-4.4720054,0.028744046,-0.022533791,0.006369629,-0.014550498,-0.0050229416,0.0004859096,-0.007355334,-0.0018970205,-0.0086152665,0.0062289922,-0.004970961,-0.0018770363,-0.0006769299,0.027431523,-0.02098073,0.00023091679,-0.010524493,-0.0006340188,0.0047060163,-0.00040263054,0.0042781485,-0.0034619407,0.0028561908,-0.001871201,-0.0010379686,-0.00089996756,rock
-175.3598,63.609756,-0.86896783,27.231405,-0.72174925,9.15035,-2.6398997,8.797465,-1.4254814,2.6457083,-5.2249174,4.1761703,-4.002438,0.020310257,-0.023015972,0.0074000997,0.016349236,0.00028867493,0.013035521,-0.006738204,-0.0018691957,-0.0073124715,0.0024394994,0.005859676,-0.0018603037,0.004984265,0.0060655605,0.0034680131,0.0024130254,-0.0019063788,-0.0021661697,-0.00546885,-0.004002214,-2.9489225e-05,-0.0014376987,-0.0038100064,0.0018051687,-0.0032054344,-0.0017919765,rock
-127.24187,59.738514,-5.6009016,22.468441,-3.9534278,3.9223955,-7.5730815,5.1082115,-5.211226,2.3996425,-6.1760345,5.171112,-5.9638247,0.017445061,0.0049753324,-0.02139009,-0.016492974,-0.00564498,0.007913024,0.0014745981,0.008306835,0.0025982421,-0.00033443692,0.005049313,-0.004745041,-0.0033291064,-0.008569666,0.0022420594,-0.002051471,0.0033416399,-0.0031387147,0.00440695,0.00062426797,0.0015367174,0.0037498318,0.002579813,0.0032596986,-0.0024500673,-0.0006701389,rock
-39.09318,54.34756,-16.623755,21.890501,-7.946271,11.242426,-6.908511,12.334914,-8.016993,10.698107,-5.073481,5.7842197,-6.8145957,0.011819766,0.0016372541,-0.0003519722,-0.01756665,-0.0103300745,0.0069027436,0.005332528,-0.00052910636,-0.00679593,-0.006254062,-0.0064445594,0.00069483917,0.002694314,-0.003097874,0.0026831331,0.0032635643,0.0038215374,0.000392946,-0.002212288,0.0016537729,-0.0023165373,0.002755351,-0.0029662617,-0.0007002005,0.003642666,0.0019654923,rock
-50.259094,60.15835,-22.16744,26.700962,-6.6509957,11.371531,-6.7714067,9.992968,-7.28489,9.077435,-6.5981145,7.1768003,-5.9695425,0.024609856,-0.0044596717,0.005793131,-0.0011543685,-0.004717244,0.002014142,0.005779455,0.004569434,-0.0002454924,-0.0027384541,0.0016115241,0.004635333,-0.0013150391,0.00016012508,0.0077926107,0.0039152745,0.0076163844,-0.0039864606,0.005402938,-0.004094954,-0.001444784,0.00011994815,-0.0015599589,-0.002199129,-0.0021328055,0.0007618449,rock
-70.707985,59.981056,-14.820199,23.083036,-3.653888,13.324312,-6.6671457,10.738564,-6.545191,10.1974125,-5.0579553,6.810046,-4.916881,-0.040249165,0.020092765,-0.008091312,0.008843741,0.0018746416,-0.0030341137,0.0041592834,-0.00043859836,-0.0010180927,0.0023420213,0.004642197,-0.004078264,0.0021400333,0.01278015,0.0024336195,0.0031527325,-0.0040984335,-0.00039874282,-0.003196189,-0.003936258,-0.0040829047,-0.00020955417,-0.002092744,-0.0003943599,-0.0022199196,-9.2748516e-05,rock
-77.054596,57.51009,-18.360874,24.859299,-5.106097,13.503562,-6.2901654,10.044281,-8.796077,6.091227,-8.153543,3.593963,-7.270474,0.0096646845,0.005225824,-0.008598252,0.010116981,0.0047946637,-0.0029730184,0.0060876263,0.0031408758,0.00062188104,0.0074851294,0.0047779256,0.0027396905,0.0046276804,0.006794499,-0.003657046,-0.0033942338,0.0018272295,0.0011043272,-0.0036749202,0.0043699085,-0.00072097854,0.00013463873,0.001541931,5.712531e-05,-0.0029418543,8.096551e-05,rock
-61.952866,66.17424,-13.629465,18.966011,-9.31505,10.623948,-7.862622,7.7193074,-11.0078745,10.033948,-8.544606,4.908073,-5.05431,-0.019653644,-0.00019760014,0.0019182536,-0.0063479557,-0.0013456322,0.005741981,0.005013514,-0.007899825,-0.0018737097,-0.0062915836,-0.006357249,-0.0005401075,-0.0064831725,-0.009201219,0.0095206145,0.0034089447,-0.0068464773,-0.0035546513,-0.0012309535,-0.002652827,0.00012924896,-0.0024384933,0.0017816682,0.00059016136,-0.0006967919,0.0023266838,rock
-59.359097,65.49795,-16.587267,19.4272,-10.063458,8.560992,-7.210935,6.550564,-13.474394,9.99727,-7.5716977,4.6405644,-3.9514823,0.011031915,0.0049044453,-0.005161632,-0.012798095,-0.007421951,0.014715429,0.007725426,0.004835513,-7.72786e-05,0.0068034637,0.0021207514,-0.0030333854,-0.0005246197,-0.0021744564,-0.008873062,0.0032973278,0.00036415865,0.0014415971,-0.0009538237,0.00164706,0.0011330894,-0.0009172256,0.0046832776,0.0007245927,-0.0020693478,-0.00090125966,rock
-48.892475,60.157204,-19.92395,16.52101,-12.0690155,9.970981,-8.313853,7.097968,-12.639736,8.564357,-9.361359,3.4775856,-6.979266,-0.041576535,0.03844207,0.0032649185,0.0074919634,-0.002419586,0.00671643,-0.0015439301,1.3229557e-05,-0.01161506,-0.00994429,-0.008980155,-0.0061518047,-0.004629663,0.012264789,0.0046001165,0.006076995,-0.008878986,0.0018049363,0.006182443,0.008262339,-0.0052988105,0.003436501,0.0017782057,0.0061392994,0.003552484,-0.00024921508,rock
-73.4769,61.09345,-10.969489,21.647144,-9.097559,10.427838,-8.460994,6.952407,-13.19624,6.431739,-7.278031,6.038449,-5.6709023,-0.047002297,0.03985571,-0.01032585,-0.0046864855,0.0002208394,-0.0063903173,0.012302869,0.0023161704,0.009646133,0.0009846322,0.0050079776,-0.0041326494,-0.0029308503,-0.00457305,0.0012503944,-0.0011928761,-0.0027231209,0.0013990994,0.0005121664,-0.0021477873,-0.00082564796,-0.00034256204,-0.002673677,-0.0016579315,-0.00020882812,0.00037752974,rock
-56.319847,56.735252,-23.60329,25.790285,-8.329897,11.0905285,-6.4359417,7.316812,-10.853587,7.781457,-8.469534,3.5343225,-6.2657595,0.01419987,0.021689579,0.017094037,-0.004298703,0.006328084,0.0025675073,0.015490728,-0.0017756213,-0.006223389,0.0044154543,0.0038977687,-0.00047995782,-0.0003209302,0.0070901276,2.318524e-05,0.0042871553,0.0044639246,0.0059981523,0.00066088355,-0.0010609032,0.0009923967,0.0053193215,0.0035295272,0.0030191634,0.0010399723,0.005756077,rock
-55.297794,52.98688,-20.584213,26.399282,-8.963943,9.152492,-7.2614346,8.535374,-8.876665,11.317809,-9.0356245,5.753337,-5.4199977,0.017778799,0.0045760362,0.0018370238,0.008933835,0.01531082,0.018858684,0.009008453,0.01061261,0.0108665535,0.0007096384,0.003855335,-0.00048891373,-0.007974428,-0.002164211,-0.00093277736,0.002337255,-0.0008170319,-0.00040529048,-0.003087023,-0.0010423082,-0.0013138815,-0.0017948236,-0.0035128908,-0.0013911239,-0.002100999,-0.0010487526,rock
-60.97715,60.318058,-15.028717,23.189125,-6.957837,12.219705,-5.1009808,10.125655,-9.453557,9.958622,-6.4430285,6.032328,-4.339617,0.005356252,0.009009267,-0.0041697593,0.0057121166,-0.0056574005,0.0060937013,0.014442475,0.007321146,0.0060858694,0.0024683739,-0.0005015951,-0.0013970739,0.0013000207,-0.0071667098,-0.00326397,0.0008267973,-0.010007818,-0.0051719137,-0.00047771947,0.00088588864,-0.0015696926,0.001677623,0.0009984022,0.00031815917,-0.0018805307,0.0038766854,rock
-97.11744,46.48212,-7.8456564,17.483702,2.5620863,10.079817,-0.27551514,5.7939944,-3.5734205,6.2983212,0.2843421,2.7082915,1.5145006,-0.03955296,0.011969643,-0.009177589,0.00440898,0.00973426,-0.006151939,0.013139715,0.0011927388,0.0051106173,0.0050183116,0.00021462396,0.0043919757,0.004517718,-0.019232405,0.0019959738,0.0003444106,0.000493286,0.00088592985,0.0028604136,0.0025001473,-0.00017915237,0.0046257237,0.0010242554,-0.0008013274,0.0023835395,-0.0027904585,rock
-80.06812,61.36737,-20.956593,26.900322,8.43587,12.350339,5.526579,6.359122,3.6730819,4.448471,-3.2050343,0.14354838,-1.3977276,0.0048412504,0.012123024,-0.010215852,0.016474908,-0.0005283341,0.0059733563,-0.0057231355,0.011723864,0.0060029607,-0.015282183,0.003846663,0.0031053245,-0.0004840395,-0.02834816,0.015804648,-0.011308608,0.0013114118,0.0037133798,0.000494186,0.00052900915,-0.0020194938,-0.00083158317,0.0031875737,-0.0021392277,-0.0013965268,-0.002008058,rock
-54.637657,52.166145,-3.617416,22.599176,0.14402474,11.10371,-0.96434224,4.774157,-1.5949455,3.9924495,-0.4376809,1.4019394,0.7403704,-0.007276293,0.024488512,-0.024581688,0.005704082,0.0011123685,-0.006598618,-0.005990249,-0.00084811426,-0.004079651,0.0026655619,0.00026680273,-0.0029513484,0.0044679986,0.011286743,-0.0105902,0.014020545,-0.0088379895,-0.0016600183,0.00030267565,-0.0036909652,-0.0025277443,-0.00021601036,0.00026668972,0.00091434957,-0.0006460655,-0.0012050999,rock
-105.55132,44.10155,19.470207,19.751768,0.56417936,12.444741,-2.1004758,6.8857594,-2.480886,2.8087249,-0.8687293,0.24334085,-2.107013,0.023721116,0.016790237,-0.024102563,-0.002400021,-0.022675868,-0.019448634,-0.0023954683,-0.0034562412,0.0051254034,0.0032962824,0.0028732172,0.010726385,0.0012560163,-0.008564559,0.009948434,0.00054530514,0.006990343,-0.007623916,0.0030369915,-0.00026570394,-0.0035902017,-0.0008025091,0.001040489,-0.0016685,0.00026368402,-0.0025021583,rock
-78.61098,52.624855,-8.150643,12.507923,-4.4933023,0.07432987,1.920306,-1.576946,-3.5909388,-0.50791645,-2.4349103,-0.46137398,-2.0886269,0.015438823,0.0012504072,0.013769926,-0.0039286837,0.007142615,0.0049641957,-0.015272894,-0.012286799,-0.0053121555,-0.017311972,-0.009796175,-0.005049638,-0.0043361597,0.01411032,-0.0073226537,0.010399696,-0.0007684316,-0.0040957276,0.0012904705,-0.008555328,-0.0031602562,0.001542996,0.00054871786,0.0021873557,0.0010961115,0.00015978451,rock
-41.987278,52.58707,-10.779122,18.99774,6.070126,5.17297,1.3477602,2.344874,0.4102205,1.1169685,1.3927569,3.599716,1.0285488,0.022040637,0.008872666,-0.0077257166,-0.0032224422,-0.005510607,0.008178019,-0.0065967925,0.0023028746,0.0019450457,0.00065533334,0.0011232726,-0.0015453061,0.003922465,-0.018537277,0.00012634146,0.0002646275,-0.004131378,0.0030935158,0.005532647,-0.0012621282,-0.00019002506,0.002495717,0.0023901858,0.0019185481,-0.0015773398,-0.00030352568,rock
-93.983284,78.4509,-11.671652,16.791412,3.8479078,4.531711,-3.091945,4.677985,1.1871263,-1.0881184,-3.0002863,-0.24096571,-0.87170297,0.045626678,-0.02509695,0.027916232,0.007618086,-0.012784063,-0.0061645336,0.004661627,0.00025437438,0.0026059384,0.011009782,0.009029833,0.005101315,-0.0020677515,0.029733527,-0.026664073,0.010062179,0.0024402873,-0.0038021896,0.009929568,-0.0052788816,-0.0036499528,0.0009192707,-0.0060248654,0.0016732595,-0.00023956946,-0.005080628,rock
-41.24309,43.317707,-4.597671,17.212961,5.8305206,7.196739,1.6587511,4.884321,1.1046402,6.4206066,-0.23180032,3.0008688,1.039618,0.016403038,-0.0101910485,-0.020631574,0.01322142,0.0010715785,-0.009581499,-0.0047661974,-0.008730579,0.004079506,0.0065245503,0.00053120096,-0.0027755955,0.0025202127,-0.019694574,0.010072564,0.0061600287,-0.0027634471,0.0015242007,0.0005444675,-0.0006901843,0.0011074181,0.000100335856,-0.0011208298,0.0010735566,0.0014164745,-0.0007512569,rock
-102.82548,64.98673,1.5443491,17.229073,4.8771935,6.589812,6.871447,7.3430295,0.7768167,3.0725265,5.162991,2.0424285,2.4217184,0.015825426,-0.022786545,0.00040124834,0.0062000942,0.0058993837,-0.00383997,-0.002498528,0.0020266674,-0.006774315,-0.00698215,0.00022376534,0.00028155188,0.008694209,-0.035729263,0.019375565,-0.015930602,0.007261193,-0.0021018737,0.008175532,-0.001241438,0.0017943085,0.0003283116,0.0046855398,0.003182534,0.0018617183,2.4164544e-07,rock
-29.63574,44.767284,-7.324179,12.156627,6.1931586,4.675856,-1.8997508,7.59755,0.6186759,5.9035788,1.8084024,3.754267,-0.84900725,0.0011463384,-0.017204788,0.0014201774,0.014898923,0.014853135,-0.006962193,-0.01731731,-0.009472691,0.0005330455,-0.009332672,0.000116052295,0.0060584424,0.0026561834,0.00694614,0.0061067496,-0.0016982422,-0.0034388625,0.002567592,-0.0017352285,-0.0025869005,-0.004609758,-0.0034594466,-0.005862125,-0.002570595,-0.0040772865,-0.0014740776,rock
-69.500854,49.210136,-11.661054,17.49173,2.8781688,2.3803551,3.8246508,5.192633,-1.8642306,3.150756,2.1466575,2.1441634,0.88856274,0.018849226,-0.0016898073,-0.0068520224,0.0008486536,-0.0069188946,0.0013226753,0.009000923,-0.0012959844,0.0011900001,0.011714953,0.005837764,-0.0022060298,0.0009043847,0.0065511907,-0.0049811746,0.008315425,-0.00057717174,-0.0011830822,-0.0009703535,-0.0004744395,-0.0012725518,-0.0029942587,-0.002320251,-0.00050347135,0.00014858511,0.0035394453,rock
-38.815903,40.062145,-11.394662,7.5254536,2.5795226,5.3583574,4.2839823,6.203887,1.0112594,3.6071198,0.74256545,-0.106800094,-0.3165191,0.0039877445,0.00965671,0.003962434,0.012566261,0.0022618948,0.0026919383,0.0061576115,-0.0046776524,0.0016824952,0.0005839312,0.003856517,0.0039549186,0.0035997492,-0.0050761914,-0.0110177435,0.0024923214,0.0041390685,0.002649466,0.002020351,-0.0034785534,0.0006090565,-0.0068566524,-0.0022754283,-0.002619242,-0.002266301,0.0012700144,rock
-57.68455,52.878437,-10.752543,6.401344,13.212907,3.7556603,1.8856,3.2443707,3.9515135,-0.002049115,0.48423532,0.9972061,-1.770359,0.0018814453,0.00019141933,0.003392169,-0.00648329,-0.007337166,-0.0056837574,0.0010622928,0.0025340938,-0.00028573757,-7.216283e-05,-0.00060910656,-0.0027121878,-0.00285475,-0.010573218,0.0064426106,-0.0060940213,-0.002133164,-3.6797777e-05,0.0013829592,0.003944756,-0.00047588025,-0.002410077,0.0019580324,0.0021490494,-0.00052303897,0.00054565474,rock
-67.58379,37.5063,-2.5109913,20.562174,5.8145924,5.4448414,3.2503428,2.941331,4.164143,3.581685,3.1950169,1.8303258,-1.1740056,0.05409558,-0.0025308894,-0.014298249,-0.00018137551,-0.008344645,0.00056071405,0.0014033727,-0.004453201,0.007607446,0.0010721062,-0.0056925197,0.005479179,-0.0036811505,0.011821238,4.6190144e-05,0.011595861,-0.005141054,0.011098317,0.0029761519,-0.0009260803,0.002420339,-0.008481956,-0.000665311,0.007328727,0.0021876353,0.002767911,rock
-49.07922,45.26728,-13.601831,8.948823,7.9688435,6.057731,4.221098,1.1018337,2.9611754,1.2305002,0.4959748,-0.36333597,-0.32039592,-0.0096675055,0.017238813,-0.010546738,0.022215229,0.004402298,-0.0064265677,-0.001081033,-0.005274986,-0.00033787545,0.006626158,-0.0009917063,-0.00076853356,0.011358488,-0.007164724,-0.0009693919,0.0043036793,0.0044755125,-0.0035700847,-0.002091941,-0.0014994069,-0.0020901093,-0.003283008,0.0037331842,0.001591119,-0.003011657,-0.0015907808,rock
-73.712006,47.19597,-2.4623952,16.059017,4.5518694,2.9724438,2.0422268,0.9858544,2.268637,0.13353299,-0.5223418,0.5555587,-0.17780231,0.0031412954,-0.0024863477,-0.004095867,0.0127768405,-0.0044586402,-0.0043425746,-0.013654073,-0.003345835,-0.0025629203,-0.0051396266,-0.006695934,-6.945043e-05,0.0013775807,-0.0036286444,-0.007476169,0.0076172873,0.005196376,0.002689311,0.0027582601,0.0008642953,0.0025384063,0.0015253961,-0.0013643153,-0.0015095656,-0.00028257637,0.0007679364,rock
-66.146515,46.987698,-15.573335,10.453908,1.0267221,4.2096853,6.625758,0.8019626,6.223487,4.311238,1.4459507,2.567094,0.22825108,-0.013785563,0.01612338,0.01584502,0.0016928648,0.017762527,0.005633215,0.008696569,0.021115355,0.0047826185,0.0050196643,0.0027445757,0.010473699,0.0010617073,-0.010854271,0.013022071,-0.011224529,0.010139026,-0.0023988194,0.007436549,-0.0006386304,-0.0011294647,0.004983045,0.0013328017,0.0023366825,0.00018608321,0.00043244613,rock
-90.71555,81.168335,-4.542178,8.00984,1.4044124,5.4331083,3.8019454,2.8593626,1.7860776,-0.80638367,-1.7352347,-1.0035297,0.1038327,0.013301973,0.007570264,-0.0075350273,-0.008344097,0.0013425477,-0.0041433703,-0.006883735,0.0043718996,0.012277452,0.010388808,-4.0718132e-05,-0.011638321,-0.0023143673,-0.013348038,0.0044288924,-0.0053719506,0.005841716,-0.0019842978,0.003069181,0.0020911815,0.00140821,0.00045454677,0.00145243,0.0016770796,-0.0012677715,-0.0031181558,rock
-121.056854,86.55457,-30.203808,44.39317,0.6445913,7.550131,1.9959369,-2.837269,2.376293,-1.5612923,-1.3781317,-3.2424824,0.5401291,-0.009161602,0.005412267,-0.0044884766,0.011716505,-0.00088903395,0.00092075375,-0.0002156956,-0.0014442062,0.010898032,0.004919627,0.0038422022,-0.006959732,0.0021009895,0.006547094,-0.0014708133,0.0033023725,-0.0049510896,-0.00036764893,-0.0037785813,0.002566366,-0.0006919901,0.0003759156,0.005926186,0.0022914077,-0.00061892613,-0.0011436811,rock
-74.16858,58.386837,-8.589273,9.213068,7.2086205,5.2205353,-3.4236038,-2.9296188,-0.6562684,4.4732633,4.2524476,3.9191318,0.53379995,0.042874627,-0.013168433,-0.002331744,-0.007571549,-0.0006881118,0.00089104637,-0.0019183247,0.00035342667,0.0077560097,0.00047585325,3.8452326e-05,-0.005343205,-0.0038541378,-0.030450441,0.010268064,-0.00034842893,-0.00048265175,-0.0008143571,0.0013639433,-0.0013249252,-0.0018911292,-0.0018090263,-0.0015168325,0.002575342,0.00046927994,0.0012886861,rock
-64.26842,38.38498,-6.424471,18.49422,5.13125,2.8366783,3.7735386,2.3523579,0.008331653,1.9834192,0.7038752,0.0381351,2.1720378,0.010546959,0.030579729,0.03415309,0.023512345,0.008558483,0.022233587,-0.004317749,0.005486672,2.5432237e-05,-0.005166076,-0.0012757753,-0.005659071,-0.008698058,0.0065203784,-0.0021769279,0.004212206,-0.0035135092,0.004083545,0.0031086516,0.001967982,-0.0036020223,-0.0010800904,0.0020085974,0.002288319,-0.0011404555,-0.00096733,rock
-80.09974,81.76828,-22.125525,22.918285,-2.682973,10.161708,-1.8496915,6.4082623,-0.6369377,2.6766684,0.8282864,-1.6222584,0.62759537,0.0014708763,0.002782605,-0.00060241716,-0.009754664,-0.00205348,0.008515244,0.0005509396,0.00018282224,-0.0030835415,0.0061383448,0.0010561725,-0.0020706549,0.0047312784,-0.016450975,0.00019931387,0.00077511335,-0.0050902395,0.007945022,-0.0051924996,0.0044155335,-0.003038538,0.0018656971,0.00016175806,-0.0061745523,-0.0015146284,-0.005921699,rock
-107.91134,70.99017,-0.7220001,14.987815,2.310968,1.2180494,0.9664394,5.5574474,2.0166616,-1.2055082,1.2342232,1.4164741,2.2171094,0.12972343,-0.033783432,-0.019820228,-0.007294445,-0.004512313,0.011869497,0.001534397,-0.0052440753,0.00060813536,0.0016695256,-0.0046643084,-0.0030241273,0.0016668049,0.0021186904,-0.0059220144,-0.0012619508,-0.0012059914,-0.0029849594,0.0005309111,-0.00036515604,0.001731168,0.0001499769,-0.0014646016,-0.0010266905,-0.0005973939,-0.0025234006,rock
-113.47392,73.11645,9.896991,14.183783,0.1961217,5.4489183,5.8916316,1.7071987,-0.8042605,1.2882922,0.72189176,1.2575,2.6365192,-0.023482205,0.006134045,-0.008803172,-0.004636843,0.0012773273,-0.009085345,0.0008745658,-0.0048164604,-0.0043936735,0.0014832708,0.0033669546,-0.0021480338,0.0044528604,0.012459303,-0.0031916061,0.00013971624,0.0036276951,-0.005875984,-0.0050401306,-0.0018964774,0.0005163123,-0.005198424,0.0009361134,0.0012779498,0.0009229755,0.0011660282,rock
-68.80686,43.99724,14.998495,14.195861,1.4691842,5.461049,1.3495389,0.3680343,-0.81484985,0.27895102,1.2328882,3.1027071,-0.42212698,0.01928001,-0.0029383982,5.9906677e-05,0.00083158317,0.0008883967,-0.00034290622,-0.0040919976,0.0017212022,-0.002365329,0.0014806454,0.0032567082,-0.002767006,-0.00538171,0.01762323,-0.0041181557,0.0059208474,0.005211847,0.0063917777,-0.00027021952,0.002190212,0.0003162983,0.004454587,0.0018630296,0.0005134537,0.0013942478,-0.00011640082,rock
-132.43712,67.1262,4.5649652,11.797026,7.5681086,0.3753751,4.020601,-3.1258311,-2.9040222,0.9878213,-1.5568602,-1.5658448,-1.7866472,-0.015810547,0.0052812374,0.019818177,-0.01408402,-0.0055911927,0.0019666313,-0.005890129,0.0032690428,0.0044099796,-0.012138695,-0.012407983,-0.0021693173,-0.005895906,0.0011623866,0.0103865005,-0.008646302,0.002860691,-0.007004197,-0.007726883,0.0014739975,-0.0024524229,-0.0023587416,0.0030895763,-0.0010206887,-0.0028981627,0.0076016723,rock
-27.996931,33.699005,-6.166516,11.599791,6.505532,4.2580132,2.5653975,2.1673982,-0.20150179,2.544927,1.6415372,1.0049994,0.94194025,0.033718303,-0.0061427183,-0.005211051,-0.0024623962,-0.0021200636,-0.0029764257,0.004913862,0.0044034394,0.0020268944,0.008923107,0.008274559,0.0045240032,0.001154803,0.002096665,0.0015648343,0.003821903,-0.0058565936,3.4496938e-05,5.4881082e-05,0.001973118,0.00046577494,0.0009261504,-0.00065880606,0.001083708,0.0017962048,0.00028323501,rock
